Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 18.08.17,20:30,Bayern München,3:1,B. Leverkusen
Sa. 19.08.17,15:30,TSG Hoffenheim,1:0,Werder Bremen
Sa. 19.08.17,15:30,Hamburger SV,1:0,FC Augsburg
Sa. 19.08.17,15:30,VfL Wolfsburg,0:3,Bor. Dortmund
Sa. 19.08.17,15:32,Hertha BSC,2:0,VfB Stuttgart
Sa. 19.08.17,15:33,1.FSV Mainz 05,0:1,Hannover 96
Sa. 19.08.17,18:30,FC Schalke 04,2:0,RB Leipzig
So. 20.08.17,15:30,SC Freiburg,0:0,E. Frankfurt
So. 20.08.17,18:00,Bor. M'gladbach,1:0,1.FC Köln
