Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 09.03.18,20:30,1.FSV Mainz 05,0:1,FC Schalke 04
Sa. 10.03.18,15:30,Bayern München,6:0,Hamburger SV
Sa. 10.03.18,15:30,TSG Hoffenheim,3:0,VfL Wolfsburg
Sa. 10.03.18,15:30,Hertha BSC,0:0,SC Freiburg
Sa. 10.03.18,15:30,Hannover 96,1:3,FC Augsburg
Sa. 10.03.18,18:30,B. Leverkusen,2:0,Bor. M'gladbach
So. 11.03.18,15:30,VfB Stuttgart,0:0,RB Leipzig
So. 11.03.18,18:00,Bor. Dortmund,3:2,E. Frankfurt
Mo. 12.03.18,20:30,Werder Bremen,3:1,1.FC Köln
