Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 24.08.07,20:30,VfL Bochum,2:1,Hamburger SV
Sa. 25.08.07,15:30,VfB Stuttgart,1:0,MSV Duisburg
Sa. 25.08.07,15:30,Bayern München,3:0,Hannover 96
Sa. 25.08.07,15:30,B. Leverkusen,3:0,Karlsruher SC
Sa. 25.08.07,15:30,1.FC Nürnberg,0:1,Werder Bremen
Sa. 25.08.07,15:30,Bor. Dortmund,3:0,Energie Cottbus
Sa. 25.08.07,15:30,Arm. Bielefeld,2:0,Hertha BSC
So. 26.08.07,17:00,E. Frankfurt,1:0,Hansa Rostock
So. 26.08.07,17:00,VfL Wolfsburg,1:1,FC Schalke 04
