Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 12.08.22,20:30,SC Freiburg,1:3,Bor. Dortmund
Sa. 13.08.22,15:30,B. Leverkusen,1:2,FC Augsburg
Sa. 13.08.22,15:30,RB Leipzig,2:2,1.FC Köln
Sa. 13.08.22,15:30,TSG Hoffenheim,3:2,VfL Bochum
Sa. 13.08.22,15:30,Hertha BSC,1:1,E. Frankfurt
Sa. 13.08.22,15:30,Werder Bremen,2:2,VfB Stuttgart
Sa. 13.08.22,18:30,FC Schalke 04,2:2,Bor. M'gladbach
So. 14.08.22,15:30,1.FSV Mainz 05,0:0,Union Berlin
So. 14.08.22,17:30,Bayern München,2:0,VfL Wolfsburg
