Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 11.11.22,20:30,Bor. M'gladbach,4:2,Bor. Dortmund
Sa. 12.11.22,15:30,B. Leverkusen,2:0,VfB Stuttgart
Sa. 12.11.22,15:30,TSG Hoffenheim,1:2,VfL Wolfsburg
Sa. 12.11.22,15:30,FC Augsburg,0:1,VfL Bochum
Sa. 12.11.22,15:30,Hertha BSC,2:0,1.FC Köln
Sa. 12.11.22,15:30,Werder Bremen,1:2,RB Leipzig
Sa. 12.11.22,18:30,FC Schalke 04,0:2,Bayern München
So. 13.11.22,15:30,1.FSV Mainz 05,1:1,E. Frankfurt
So. 13.11.22,17:30,SC Freiburg,4:1,Union Berlin
