Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 01.04.06,15:30,Bayern München,2:2,1.FC Köln
Sa. 01.04.06,15:30,VfL Wolfsburg,1:1,MSV Duisburg
Sa. 01.04.06,15:30,Bor. M'gladbach,2:1,Bor. Dortmund
Sa. 01.04.06,15:30,B. Leverkusen,5:1,1.FC K'lautern
Sa. 01.04.06,15:30,E. Frankfurt,0:1,Werder Bremen
Sa. 01.04.06,15:30,Hertha BSC,2:0,VfB Stuttgart
Sa. 01.04.06,15:30,1.FC Nürnberg,3:0,1.FSV Mainz 05
So. 02.04.06,17:30,FC Schalke 04,0:2,Hamburger SV
So. 02.04.06,17:30,Hannover 96,0:1,Arm. Bielefeld
