Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 30.08.1985,18:00,SpVgg Bayreuth,1:1,Darmstadt 98
Fr. 30.08.1985,18:15,FC 08 Homburg,5:0,Union Solingen
Sa. 31.08.1985,15:30,BW Berlin,0:0,MSV Duisburg
Sa. 31.08.1985,15:30,Fortuna Köln,3:2,SC Freiburg
Sa. 31.08.1985,15:30,Arm. Bielefeld,2:2,Hertha BSC
Sa. 31.08.1985,15:30,E. Braunschweig,2:0,Stuttg. Kickers
Sa. 31.08.1985,15:30,Karlsruher SC,1:1,Wattenscheid 09
Sa. 31.08.1985,15:30,Hessen Kassel,4:1,Aschaffenburg
Sa. 31.08.1985,15:30,RW Oberhausen,0:0,Alem. Aachen
So. 01.09.1985,15:00,TeBe Berlin,3:3,VfL Osnabrück
