Datum,Uhrzeit,Heim,Ergebnis,Gast
Do. 27.03.1986,20:00,Alem. Aachen,2:0,Arm. Bielefeld
Do. 27.03.1986,20:00,VfL Osnabrück,2:0,MSV Duisburg
Do. 27.03.1986,20:00,Union Solingen,1:1,SpVgg Bayreuth
Sa. 29.03.1986,15:30,Hertha BSC,1:0,Karlsruher SC
Sa. 29.03.1986,15:30,Stuttg. Kickers,2:3,BW Berlin
Sa. 29.03.1986,15:30,E. Braunschweig,1:1,Hessen Kassel
Mo. 31.03.1986,15:00,FC 08 Homburg,0:1,Fortuna Köln
Mo. 31.03.1986,15:00,RW Oberhausen,3:0,TeBe Berlin
Di. 01.04.1986,18:15,SC Freiburg,2:2,Wattenscheid 09
Di. 08.04.1986,18:15,Aschaffenburg,2:0,Darmstadt 98
