Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 15.02.1986,14:30,Aschaffenburg,1:0,Hessen Kassel
Sa. 15.02.1986,15:30,Darmstadt 98,3:0,SpVgg Bayreuth
Sa. 15.02.1986,15:30,Alem. Aachen,5:1,RW Oberhausen
So. 16.02.1986,15:00,Hertha BSC,1:1,Arm. Bielefeld
So. 16.02.1986,15:00,Union Solingen,1:1,FC 08 Homburg
So. 16.02.1986,15:00,Wattenscheid 09,1:1,Karlsruher SC
Di. 01.04.1986,20:00,MSV Duisburg,0:4,BW Berlin
Di. 29.04.1986,18:30,SC Freiburg,3:1,Fortuna Köln
Do. 01.05.1986,15:30,Stuttg. Kickers,4:1,E. Braunschweig
Do. 01.05.1986,18:00,VfL Osnabrück,2:0,TeBe Berlin
