Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 25.01.1986,14:15,TeBe Berlin,1:2,Wattenscheid 09
Sa. 25.01.1986,15:00,RW Oberhausen,2:1,Hertha BSC
Sa. 25.01.1986,15:30,E. Braunschweig,2:0,SC Freiburg
So. 26.01.1986,14:30,FC 08 Homburg,4:2,Aschaffenburg
So. 26.01.1986,14:30,Stuttg. Kickers,3:1,Union Solingen
So. 26.01.1986,15:00,BW Berlin,1:1,Karlsruher SC
So. 26.01.1986,15:00,Fortuna Köln,2:1,MSV Duisburg
Mi. 29.01.1986,20:00,Arm. Bielefeld,1:1,VfL Osnabrück
Mo. 31.03.1986,15:00,SpVgg Bayreuth,2:1,Alem. Aachen
Di. 15.04.1986,18:15,Hessen Kassel,4:0,Darmstadt 98
