Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 21.09.1985,15:00,Fortuna Köln,3:0,RW Oberhausen
Sa. 21.09.1985,15:00,SpVgg Bayreuth,3:2,SC Freiburg
Sa. 21.09.1985,15:00,TeBe Berlin,3:0,Union Solingen
Sa. 21.09.1985,15:00,Darmstadt 98,4:0,MSV Duisburg
Sa. 21.09.1985,15:00,Hessen Kassel,3:0,Stuttg. Kickers
Sa. 21.09.1985,15:00,BW Berlin,2:2,Hertha BSC
Sa. 21.09.1985,15:00,Arm. Bielefeld,7:1,E. Braunschweig
Sa. 21.09.1985,15:00,FC 08 Homburg,0:2,Alem. Aachen
Sa. 21.09.1985,15:00,Wattenscheid 09,2:4,VfL Osnabrück
Di. 24.09.1985,15:00,Karlsruher SC,4:2,Aschaffenburg
