Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 11.04.1986,20:00,Alem. Aachen,3:0,Fortuna Köln
Sa. 12.04.1986,15:30,Aschaffenburg,0:3,VfL Osnabrück
Sa. 12.04.1986,15:30,FC 08 Homburg,3:0,TeBe Berlin
Sa. 12.04.1986,15:30,SC Freiburg,3:0,MSV Duisburg
Sa. 12.04.1986,15:30,Hertha BSC,2:3,Darmstadt 98
Sa. 12.04.1986,15:30,RW Oberhausen,5:0,SpVgg Bayreuth
Sa. 12.04.1986,15:30,E. Braunschweig,0:1,BW Berlin
Sa. 12.04.1986,15:30,Union Solingen,0:0,Wattenscheid 09
Sa. 12.04.1986,15:30,Arm. Bielefeld,2:1,Hessen Kassel
So. 13.04.1986,15:00,Stuttg. Kickers,2:1,Karlsruher SC
