Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 16.11.1985,15:30,TeBe Berlin,0:4,BW Berlin
Fr. 29.11.1985,20:00,RW Oberhausen,0:1,VfL Osnabrück
Sa. 30.11.1985,14:30,Stuttg. Kickers,2:1,Aschaffenburg
Sa. 30.11.1985,15:30,E. Braunschweig,3:0,MSV Duisburg
So. 01.12.1985,14:00,FC 08 Homburg,2:1,Darmstadt 98
So. 01.12.1985,15:00,Hertha BSC,0:0,Alem. Aachen
So. 01.12.1985,15:00,Fortuna Köln,5:3,Karlsruher SC
Di. 10.12.1985,19:00,Union Solingen,3:2,SC Freiburg
Mi. 11.12.1985,19:30,Arm. Bielefeld,3:1,Wattenscheid 09
Sa. 18.01.1986,14:30,Hessen Kassel,0:0,SpVgg Bayreuth
