Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 10.08.1985,15:00,Hertha BSC,2:3,RW Oberhausen
Sa. 10.08.1985,15:30,Alem. Aachen,4:1,SpVgg Bayreuth
Sa. 10.08.1985,15:30,SC Freiburg,2:2,E. Braunschweig
Sa. 10.08.1985,15:30,Aschaffenburg,3:1,FC 08 Homburg
Sa. 10.08.1985,15:30,Darmstadt 98,1:2,Hessen Kassel
Sa. 10.08.1985,15:30,Wattenscheid 09,2:1,TeBe Berlin
Sa. 10.08.1985,15:30,Karlsruher SC,2:1,BW Berlin
So. 11.08.1985,15:00,Union Solingen,1:1,Stuttg. Kickers
So. 11.08.1985,15:00,VfL Osnabrück,0:0,Arm. Bielefeld
So. 11.08.1985,15:00,MSV Duisburg,0:2,Fortuna Köln
