Datum,Uhrzeit,Heim,Ergebnis,Gast
Di. 20.08.1985,19:30,Wattenscheid 09,3:0,SpVgg Bayreuth
Di. 20.08.1985,20:00,Hertha BSC,2:0,FC 08 Homburg
Di. 20.08.1985,20:00,Alem. Aachen,2:0,Karlsruher SC
Di. 20.08.1985,20:00,MSV Duisburg,1:3,TeBe Berlin
Mi. 21.08.1985,18:15,SC Freiburg,2:4,Arm. Bielefeld
Mi. 21.08.1985,18:15,Aschaffenburg,1:3,Fortuna Köln
Mi. 21.08.1985,18:15,Stuttg. Kickers,4:0,RW Oberhausen
Mi. 21.08.1985,20:00,VfL Osnabrück,1:0,Hessen Kassel
Mi. 21.08.1985,20:00,Darmstadt 98,4:2,BW Berlin
Mi. 21.08.1985,20:00,Union Solingen,2:1,E. Braunschweig
