Datum,Uhrzeit,Heim,Ergebnis,Gast
Mi. 05.02.1986,18:00,Fortuna Köln,2:0,Aschaffenburg
Sa. 08.02.1986,14:30,FC 08 Homburg,1:1,Hertha BSC
Sa. 08.02.1986,14:30,SpVgg Bayreuth,0:0,Wattenscheid 09
Sa. 08.02.1986,14:30,BW Berlin,5:1,Darmstadt 98
Sa. 08.02.1986,15:30,Karlsruher SC,1:1,Alem. Aachen
Sa. 08.02.1986,15:30,Arm. Bielefeld,5:1,SC Freiburg
Sa. 08.02.1986,15:30,RW Oberhausen,4:1,Stuttg. Kickers
Sa. 08.02.1986,15:30,E. Braunschweig,5:2,Union Solingen
So. 09.02.1986,14:30,TeBe Berlin,2:1,MSV Duisburg
So. 09.02.1986,14:30,Hessen Kassel,1:0,VfL Osnabrück
