Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 31.01.1986,20:00,MSV Duisburg,1:2,Hessen Kassel
Sa. 01.02.1986,14:30,Aschaffenburg,1:1,Arm. Bielefeld
Sa. 01.02.1986,15:30,Darmstadt 98,3:0,TeBe Berlin
Sa. 01.02.1986,15:30,Alem. Aachen,1:0,Stuttg. Kickers
Sa. 01.02.1986,15:30,Karlsruher SC,1:0,SpVgg Bayreuth
So. 02.02.1986,15:00,Hertha BSC,1:1,E. Braunschweig
So. 02.02.1986,15:00,Wattenscheid 09,1:1,BW Berlin
So. 02.02.1986,15:00,Union Solingen,2:2,RW Oberhausen
Do. 27.03.1986,17:15,SC Freiburg,1:0,FC 08 Homburg
Di. 15.04.1986,20:00,VfL Osnabrück,1:1,Fortuna Köln
