Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 02.08.1985,18:30,SpVgg Bayreuth,3:0,TeBe Berlin
Fr. 02.08.1985,20:00,Alem. Aachen,1:1,BW Berlin
Fr. 02.08.1985,20:00,Karlsruher SC,1:2,Hessen Kassel
Sa. 03.08.1985,15:30,Hertha BSC,1:1,Union Solingen
Sa. 03.08.1985,15:30,SC Freiburg,1:1,Stuttg. Kickers
Sa. 03.08.1985,15:30,Aschaffenburg,0:1,RW Oberhausen
Sa. 03.08.1985,15:30,MSV Duisburg,1:0,FC 08 Homburg
Sa. 03.08.1985,15:30,Darmstadt 98,4:1,Arm. Bielefeld
Sa. 03.08.1985,15:30,Wattenscheid 09,2:6,Fortuna Köln
Sa. 03.08.1985,20:00,VfL Osnabrück,3:3,E. Braunschweig
