Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 08.11.1985,20:00,Wattenscheid 09,2:1,RW Oberhausen
Fr. 08.11.1985,20:00,Karlsruher SC,2:1,E. Braunschweig
Sa. 09.11.1985,14:30,Aschaffenburg,2:0,SC Freiburg
Sa. 09.11.1985,14:30,SpVgg Bayreuth,1:6,FC 08 Homburg
Sa. 09.11.1985,14:30,Hessen Kassel,2:1,Alem. Aachen
Sa. 09.11.1985,15:30,BW Berlin,3:1,Arm. Bielefeld
Sa. 09.11.1985,15:30,Darmstadt 98,2:2,Stuttg. Kickers
So. 10.11.1985,14:30,TeBe Berlin,1:3,Fortuna Köln
So. 10.11.1985,15:00,VfL Osnabrück,4:0,Hertha BSC
So. 10.11.1985,15:00,MSV Duisburg,1:0,Union Solingen
