Datum,Uhrzeit,Heim,Ergebnis,Gast
Di. 06.08.1985,19:30,BW Berlin,4:0,SpVgg Bayreuth
Di. 06.08.1985,20:00,Union Solingen,2:2,Alem. Aachen
Di. 06.08.1985,20:00,E. Braunschweig,4:0,Aschaffenburg
Di. 06.08.1985,20:00,RW Oberhausen,0:0,SC Freiburg
Mi. 07.08.1985,18:30,TeBe Berlin,1:2,Karlsruher SC
Mi. 07.08.1985,18:30,FC 08 Homburg,7:1,VfL Osnabrück
Mi. 07.08.1985,18:30,Stuttg. Kickers,4:2,Hertha BSC
Mi. 07.08.1985,18:30,Hessen Kassel,1:2,Wattenscheid 09
Mi. 07.08.1985,19:30,Fortuna Köln,0:3,Darmstadt 98
Mi. 07.08.1985,19:30,Arm. Bielefeld,3:1,MSV Duisburg
