Datum,Uhrzeit,Heim,Ergebnis,Gast
So. 04.05.1986,15:00,Hertha BSC,1:1,SC Freiburg
So. 04.05.1986,15:00,Stuttg. Kickers,6:1,VfL Osnabrück
So. 04.05.1986,15:00,Hessen Kassel,1:1,BW Berlin
So. 04.05.1986,15:00,E. Braunschweig,1:2,Darmstadt 98
So. 04.05.1986,15:00,Fortuna Köln,6:0,SpVgg Bayreuth
So. 04.05.1986,15:00,TeBe Berlin,2:2,Alem. Aachen
So. 04.05.1986,15:00,Union Solingen,1:2,Aschaffenburg
So. 04.05.1986,15:00,RW Oberhausen,3:3,MSV Duisburg
So. 04.05.1986,15:00,FC 08 Homburg,1:1,Wattenscheid 09
So. 04.05.1986,15:00,Arm. Bielefeld,2:0,Karlsruher SC
