Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 18.04.1986,18:15,SpVgg Bayreuth,0:1,E. Braunschweig
Fr. 18.04.1986,20:00,MSV Duisburg,1:0,Hertha BSC
Fr. 18.04.1986,20:00,VfL Osnabrück,1:0,SC Freiburg
Sa. 19.04.1986,15:30,Wattenscheid 09,0:2,Stuttg. Kickers
Sa. 19.04.1986,15:30,Aschaffenburg,5:0,Alem. Aachen
Sa. 19.04.1986,15:30,BW Berlin,0:2,FC 08 Homburg
Sa. 19.04.1986,15:30,Darmstadt 98,0:0,Union Solingen
Sa. 19.04.1986,15:30,Hessen Kassel,3:0,Fortuna Köln
Sa. 19.04.1986,15:30,Karlsruher SC,2:2,RW Oberhausen
So. 20.04.1986,15:00,TeBe Berlin,1:2,Arm. Bielefeld
