Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 25.10.1985,20:00,VfL Osnabrück,4:2,Aschaffenburg
Fr. 25.10.1985,20:00,Fortuna Köln,1:1,Alem. Aachen
Fr. 25.10.1985,20:00,Karlsruher SC,3:0,Stuttg. Kickers
Sa. 26.10.1985,15:00,TeBe Berlin,2:2,FC 08 Homburg
Sa. 26.10.1985,15:00,Hessen Kassel,0:1,Arm. Bielefeld
Sa. 26.10.1985,15:30,MSV Duisburg,3:0,SC Freiburg
Sa. 26.10.1985,15:30,Darmstadt 98,2:0,Hertha BSC
So. 27.10.1985,15:00,SpVgg Bayreuth,3:2,RW Oberhausen
So. 27.10.1985,15:00,BW Berlin,1:1,E. Braunschweig
So. 27.10.1985,15:00,Wattenscheid 09,3:1,Union Solingen
