Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 25.04.1986,20:00,VfL Osnabrück,1:1,Union Solingen
Sa. 26.04.1986,15:30,Aschaffenburg,0:1,Hertha BSC
Sa. 26.04.1986,15:30,SpVgg Bayreuth,2:0,Arm. Bielefeld
Sa. 26.04.1986,15:30,Darmstadt 98,1:0,RW Oberhausen
Sa. 26.04.1986,15:30,Alem. Aachen,0:2,SC Freiburg
Sa. 26.04.1986,15:30,MSV Duisburg,3:1,Stuttg. Kickers
Sa. 26.04.1986,20:00,BW Berlin,3:1,Fortuna Köln
So. 27.04.1986,15:00,Karlsruher SC,3:0,FC 08 Homburg
So. 27.04.1986,15:00,TeBe Berlin,0:1,Hessen Kassel
So. 27.04.1986,18:00,Wattenscheid 09,4:1,E. Braunschweig
