Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 11.10.1985,20:00,Union Solingen,3:2,Karlsruher SC
Fr. 11.10.1985,20:00,Alem. Aachen,1:0,VfL Osnabrück
Fr. 11.10.1985,20:00,E. Braunschweig,2:2,TeBe Berlin
Sa. 12.10.1985,15:00,SC Freiburg,1:1,Darmstadt 98
Sa. 12.10.1985,15:00,Aschaffenburg,2:1,MSV Duisburg
Sa. 12.10.1985,15:00,FC 08 Homburg,6:1,Hessen Kassel
Sa. 12.10.1985,15:30,Hertha BSC,0:1,Wattenscheid 09
Sa. 12.10.1985,15:30,RW Oberhausen,2:3,BW Berlin
So. 13.10.1985,15:00,Arm. Bielefeld,0:1,Fortuna Köln
So. 13.10.1985,15:00,Stuttg. Kickers,1:1,SpVgg Bayreuth
