Datum,Uhrzeit,Heim,Ergebnis,Gast
So. 20.10.1985,15:00,Union Solingen,2:3,Hertha BSC
Mi. 04.12.1985,19:30,BW Berlin,1:0,Alem. Aachen
Fr. 06.12.1985,19:30,Arm. Bielefeld,1:0,Darmstadt 98
Sa. 07.12.1985,14:00,TeBe Berlin,3:0,SpVgg Bayreuth
Sa. 07.12.1985,14:00,Stuttg. Kickers,3:1,SC Freiburg
Sa. 07.12.1985,15:30,E. Braunschweig,2:1,VfL Osnabrück
Sa. 07.12.1985,15:30,Fortuna Köln,0:2,Wattenscheid 09
So. 08.12.1985,14:00,Hessen Kassel,4:3,Karlsruher SC
So. 08.12.1985,14:00,FC 08 Homburg,5:0,MSV Duisburg
So. 08.12.1985,15:00,RW Oberhausen,1:1,Aschaffenburg
