Datum,Uhrzeit,Heim,Ergebnis,Gast
Do. 08.05.1986,17:00,Alem. Aachen,2:0,Hertha BSC
Do. 08.05.1986,17:00,VfL Osnabrück,1:2,RW Oberhausen
Do. 08.05.1986,17:00,BW Berlin,1:2,TeBe Berlin
Do. 08.05.1986,17:00,Wattenscheid 09,1:2,Arm. Bielefeld
Do. 08.05.1986,17:00,MSV Duisburg,1:3,E. Braunschweig
Do. 08.05.1986,17:00,Aschaffenburg,1:1,Stuttg. Kickers
Do. 08.05.1986,17:00,SpVgg Bayreuth,1:0,Hessen Kassel
Do. 08.05.1986,17:00,SC Freiburg,3:1,Union Solingen
Do. 08.05.1986,17:00,Karlsruher SC,2:2,Fortuna Köln
Do. 08.05.1986,17:00,Darmstadt 98,0:2,FC 08 Homburg
