Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 07.09.1985,15:30,TeBe Berlin,4:0,SC Freiburg
Sa. 07.09.1985,15:30,Fortuna Köln,1:1,Union Solingen
Sa. 07.09.1985,15:30,Arm. Bielefeld,3:0,Stuttg. Kickers
Sa. 07.09.1985,15:30,SpVgg Bayreuth,2:1,VfL Osnabrück
So. 08.09.1985,15:00,FC 08 Homburg,2:1,RW Oberhausen
So. 08.09.1985,15:00,Karlsruher SC,2:0,MSV Duisburg
So. 08.09.1985,15:00,Hessen Kassel,4:1,Hertha BSC
So. 08.09.1985,15:00,BW Berlin,1:2,Aschaffenburg
So. 08.09.1985,18:00,Wattenscheid 09,2:0,Darmstadt 98
Di. 10.09.1985,20:00,E. Braunschweig,0:2,Alem. Aachen
