Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 15.08.1992,15:30,Stuttg. Kickers,0:2,MSV Duisburg
Sa. 15.08.1992,15:30,VfB Oldenburg,4:1,SV Meppen
Sa. 15.08.1992,15:30,Hansa Rostock,2:1,Hertha BSC
Sa. 15.08.1992,15:30,Fortuna Köln,2:1,E. Braunschweig
Sa. 15.08.1992,15:30,Wuppertaler SV,1:0,VfB Leipzig
Sa. 15.08.1992,15:30,Chemnitzer FC,1:0,Carl Zeiss Jena
Sa. 15.08.1992,15:30,VfL Wolfsburg,2:1,W. Mannheim
Sa. 15.08.1992,15:30,SC Freiburg,0:0,1.FSV Mainz 05
Sa. 15.08.1992,15:30,Hannover 96,0:2,FC Remscheid
So. 16.08.1992,15:00,VfL Osnabrück,2:1,FC 08 Homburg
So. 16.08.1992,15:00,F. Düsseldorf,2:0,FC St. Pauli
So. 16.08.1992,15:00,Unterhaching,4:1,Darmstadt 98
