Datum,Uhrzeit,Heim,Ergebnis,Gast
Di. 14.07.1992,20:00,MSV Duisburg,2:1,Wuppertaler SV
Di. 14.07.1992,20:00,1.FSV Mainz 05,0:0,Fortuna Köln
Di. 14.07.1992,20:00,W. Mannheim,1:0,Unterhaching
Di. 14.07.1992,20:00,VfL Wolfsburg,2:1,VfB Oldenburg
Mi. 15.07.1992,20:00,FC St. Pauli,3:1,Darmstadt 98
Mi. 15.07.1992,20:00,FC 08 Homburg,3:2,E. Braunschweig
Mi. 15.07.1992,20:00,SV Meppen,0:2,VfB Leipzig
Mi. 15.07.1992,20:00,Carl Zeiss Jena,2:1,Hansa Rostock
Mi. 15.07.1992,20:00,FC Remscheid,3:2,F. Düsseldorf
Mi. 15.07.1992,20:00,Chemnitzer FC,0:2,VfL Osnabrück
Mi. 15.07.1992,20:00,SC Freiburg,2:0,Stuttg. Kickers
Do. 16.07.1992,20:00,Hannover 96,2:2,Hertha BSC
