Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 02.10.1992,18:00,Chemnitzer FC,0:1,Darmstadt 98
Fr. 02.10.1992,19:30,Carl Zeiss Jena,1:0,FC St. Pauli
Fr. 02.10.1992,20:00,VfL Osnabrück,1:1,Unterhaching
Sa. 03.10.1992,12:00,VfB Oldenburg,0:1,Fortuna Köln
Sa. 03.10.1992,15:00,Stuttg. Kickers,4:1,Wuppertaler SV
Sa. 03.10.1992,15:00,SC Freiburg,1:0,VfB Leipzig
Sa. 03.10.1992,15:30,F. Düsseldorf,1:1,Hansa Rostock
So. 04.10.1992,15:00,VfL Wolfsburg,4:1,E. Braunschweig
So. 04.10.1992,15:00,1.FSV Mainz 05,3:0,SV Meppen
So. 04.10.1992,15:00,W. Mannheim,2:0,FC 08 Homburg
So. 04.10.1992,15:00,FC Remscheid,2:1,Hertha BSC
Mi. 07.10.1992,20:00,Hannover 96,2:1,MSV Duisburg
