Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 07.05.1993,18:30,SV Meppen,0:0,1.FSV Mainz 05
Fr. 07.05.1993,19:30,VfB Leipzig,2:0,SC Freiburg
Fr. 07.05.1993,19:30,MSV Duisburg,0:0,Hannover 96
Fr. 07.05.1993,20:00,FC 08 Homburg,1:2,W. Mannheim
Sa. 08.05.1993,15:30,Darmstadt 98,4:0,Chemnitzer FC
Sa. 08.05.1993,15:30,FC St. Pauli,1:0,Carl Zeiss Jena
Sa. 08.05.1993,15:30,Unterhaching,1:1,VfL Osnabrück
Sa. 08.05.1993,15:30,Fortuna Köln,2:1,VfB Oldenburg
Sa. 08.05.1993,15:30,Wuppertaler SV,1:0,Stuttg. Kickers
Sa. 08.05.1993,15:30,Hansa Rostock,0:0,F. Düsseldorf
Sa. 08.05.1993,15:30,E. Braunschweig,0:1,VfL Wolfsburg
Sa. 08.05.1993,15:30,Hertha BSC,3:3,FC Remscheid
