Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 26.03.1993,18:00,Chemnitzer FC,1:1,W. Mannheim
Fr. 26.03.1993,19:00,Fortuna Köln,0:1,VfB Leipzig
Fr. 26.03.1993,20:00,Hannover 96,2:1,Wuppertaler SV
Sa. 27.03.1993,15:30,Stuttg. Kickers,0:0,SV Meppen
Sa. 27.03.1993,15:30,VfB Oldenburg,2:2,FC 08 Homburg
Sa. 27.03.1993,15:30,Hansa Rostock,2:0,Darmstadt 98
Sa. 27.03.1993,15:30,F. Düsseldorf,1:3,Hertha BSC
Sa. 27.03.1993,15:30,FC Remscheid,2:0,Carl Zeiss Jena
So. 28.03.1993,15:00,Unterhaching,0:0,E. Braunschweig
So. 28.03.1993,15:00,VfL Osnabrück,2:2,FC St. Pauli
So. 28.03.1993,15:00,VfL Wolfsburg,1:1,1.FSV Mainz 05
So. 28.03.1993,15:00,SC Freiburg,3:1,MSV Duisburg
