Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 28.08.1992,19:30,Wuppertaler SV,0:0,Unterhaching
Fr. 28.08.1992,19:30,VfB Leipzig,1:2,Hansa Rostock
Sa. 29.08.1992,15:30,E. Braunschweig,2:0,F. Düsseldorf
Sa. 29.08.1992,15:30,Darmstadt 98,1:1,VfL Osnabrück
Sa. 29.08.1992,15:30,Hertha BSC,4:2,VfB Oldenburg
Sa. 29.08.1992,15:30,MSV Duisburg,1:0,Chemnitzer FC
Sa. 29.08.1992,15:30,1.FSV Mainz 05,1:0,FC Remscheid
Sa. 29.08.1992,15:30,W. Mannheim,3:1,Carl Zeiss Jena
Sa. 29.08.1992,15:30,Fortuna Köln,5:0,Hannover 96
So. 30.08.1992,15:00,FC St. Pauli,2:2,Stuttg. Kickers
So. 30.08.1992,15:00,FC 08 Homburg,1:5,SC Freiburg
So. 30.08.1992,15:00,SV Meppen,1:0,VfL Wolfsburg
