Datum,Uhrzeit,Heim,Ergebnis,Gast
Di. 21.07.1992,20:00,FC St. Pauli,0:0,VfB Leipzig
Di. 21.07.1992,20:00,SV Meppen,1:1,Fortuna Köln
Di. 21.07.1992,20:00,MSV Duisburg,4:0,Unterhaching
Di. 21.07.1992,20:00,1.FSV Mainz 05,1:0,Hansa Rostock
Mi. 22.07.1992,20:00,Hertha BSC,0:0,E. Braunschweig
Mi. 22.07.1992,20:00,FC 08 Homburg,2:1,Wuppertaler SV
Mi. 22.07.1992,20:00,W. Mannheim,1:0,F. Düsseldorf
Mi. 22.07.1992,20:00,Carl Zeiss Jena,2:0,VfL Osnabrück
Mi. 22.07.1992,20:00,FC Remscheid,1:1,VfB Oldenburg
Mi. 22.07.1992,20:00,Chemnitzer FC,2:0,Stuttg. Kickers
Mi. 22.07.1992,20:00,VfL Wolfsburg,3:3,SC Freiburg
Mi. 22.07.1992,20:00,Hannover 96,5:0,Darmstadt 98
