Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 18.09.1992,19:30,Carl Zeiss Jena,0:1,SV Meppen
Fr. 18.09.1992,20:00,VfL Osnabrück,1:0,Wuppertaler SV
Fr. 18.09.1992,20:00,F. Düsseldorf,0:0,Fortuna Köln
Sa. 19.09.1992,15:30,Stuttg. Kickers,2:1,E. Braunschweig
Sa. 19.09.1992,15:30,W. Mannheim,2:1,MSV Duisburg
Sa. 19.09.1992,15:30,Chemnitzer FC,3:1,FC St. Pauli
Sa. 19.09.1992,15:30,VfL Wolfsburg,2:2,Hertha BSC
Sa. 19.09.1992,15:30,SC Freiburg,1:1,Darmstadt 98
Sa. 19.09.1992,15:30,Hannover 96,1:3,1.FSV Mainz 05
So. 20.09.1992,15:00,VfB Oldenburg,3:3,VfB Leipzig
So. 20.09.1992,15:00,Hansa Rostock,4:1,Unterhaching
So. 20.09.1992,15:00,FC Remscheid,0:0,FC 08 Homburg
