Datum,Uhrzeit,Heim,Ergebnis,Gast
Di. 25.08.1992,18:00,Chemnitzer FC,2:1,1.FSV Mainz 05
Di. 25.08.1992,19:30,Unterhaching,4:1,VfB Leipzig
Di. 25.08.1992,20:00,Hansa Rostock,4:0,E. Braunschweig
Di. 25.08.1992,20:00,Fortuna Köln,1:0,Wuppertaler SV
Mi. 26.08.1992,18:30,Stuttg. Kickers,1:1,FC 08 Homburg
Mi. 26.08.1992,18:30,VfB Oldenburg,2:0,FC St. Pauli
Mi. 26.08.1992,18:30,FC Remscheid,2:2,W. Mannheim
Mi. 26.08.1992,18:30,VfL Wolfsburg,1:3,MSV Duisburg
Mi. 26.08.1992,18:30,SC Freiburg,1:1,SV Meppen
Mi. 26.08.1992,20:00,VfL Osnabrück,1:1,Hertha BSC
Mi. 26.08.1992,20:00,F. Düsseldorf,4:1,Darmstadt 98
Mi. 26.08.1992,20:00,Hannover 96,3:0,Carl Zeiss Jena
