Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 07.08.1992,18:30,VfB Oldenburg,0:3,1.FSV Mainz 05
Fr. 07.08.1992,19:30,Wuppertaler SV,3:0,Darmstadt 98
Fr. 07.08.1992,20:00,VfL Osnabrück,1:1,MSV Duisburg
Sa. 08.08.1992,15:30,Stuttg. Kickers,1:0,W. Mannheim
Sa. 08.08.1992,15:30,F. Düsseldorf,0:0,SV Meppen
Sa. 08.08.1992,15:30,Hansa Rostock,0:0,FC 08 Homburg
Sa. 08.08.1992,15:30,VfB Leipzig,2:1,E. Braunschweig
Sa. 08.08.1992,15:30,SC Freiburg,3:1,Carl Zeiss Jena
Sa. 08.08.1992,15:30,Hannover 96,0:1,Chemnitzer FC
So. 09.08.1992,15:00,Unterhaching,1:1,FC St. Pauli
So. 09.08.1992,15:00,Fortuna Köln,2:0,Hertha BSC
So. 09.08.1992,15:00,VfL Wolfsburg,3:0,FC Remscheid
