Datum,Uhrzeit,Heim,Ergebnis,Gast
Di. 01.09.1992,18:00,VfB Oldenburg,1:0,Darmstadt 98
Di. 01.09.1992,19:30,Unterhaching,1:0,Fortuna Köln
Di. 01.09.1992,20:00,VfL Osnabrück,2:0,E. Braunschweig
Di. 01.09.1992,20:00,Hannover 96,3:1,W. Mannheim
Mi. 02.09.1992,18:00,Stuttg. Kickers,1:1,Hertha BSC
Mi. 02.09.1992,18:00,FC Remscheid,2:3,MSV Duisburg
Mi. 02.09.1992,18:00,Chemnitzer FC,0:0,SV Meppen
Mi. 02.09.1992,18:00,VfL Wolfsburg,0:2,FC 08 Homburg
Mi. 02.09.1992,18:00,SC Freiburg,2:1,FC St. Pauli
Mi. 02.09.1992,19:30,Carl Zeiss Jena,3:1,1.FSV Mainz 05
Mi. 02.09.1992,20:00,F. Düsseldorf,0:1,VfB Leipzig
Mi. 02.09.1992,20:00,Hansa Rostock,1:1,Wuppertaler SV
