Datum,Uhrzeit,Heim,Ergebnis,Gast
Di. 25.05.1993,19:00,Fortuna Köln,1:1,Chemnitzer FC
Di. 25.05.1993,19:30,VfB Leipzig,3:0,Carl Zeiss Jena
Di. 25.05.1993,19:30,Darmstadt 98,3:5,1.FSV Mainz 05
Di. 25.05.1993,19:30,Unterhaching,0:0,VfL Wolfsburg
Di. 25.05.1993,20:00,Hertha BSC,2:0,MSV Duisburg
Di. 25.05.1993,20:00,FC St. Pauli,3:0,SV Meppen
Di. 25.05.1993,20:00,E. Braunschweig,0:0,W. Mannheim
Di. 25.05.1993,20:00,Hansa Rostock,0:1,SC Freiburg
Di. 25.05.1993,20:00,VfL Osnabrück,2:1,VfB Oldenburg
Di. 25.05.1993,20:00,FC 08 Homburg,1:2,Hannover 96
Mi. 26.05.1993,19:30,Wuppertaler SV,1:0,FC Remscheid
Mi. 26.05.1993,20:00,F. Düsseldorf,0:1,Stuttg. Kickers
