Datum,Uhrzeit,Heim,Ergebnis,Gast
Do. 22.04.1993,20:00,Hannover 96,1:1,Unterhaching
Fr. 23.04.1993,18:15,Stuttg. Kickers,3:0,Darmstadt 98
Fr. 23.04.1993,20:00,VfL Osnabrück,1:1,VfB Leipzig
Sa. 24.04.1993,15:30,VfB Oldenburg,1:0,E. Braunschweig
Sa. 24.04.1993,15:30,Hansa Rostock,1:2,Fortuna Köln
Sa. 24.04.1993,15:30,Carl Zeiss Jena,2:2,MSV Duisburg
Sa. 24.04.1993,15:30,W. Mannheim,1:0,1.FSV Mainz 05
Sa. 24.04.1993,15:30,SC Freiburg,4:2,Hertha BSC
Sa. 24.04.1993,15:30,VfL Wolfsburg,2:2,FC St. Pauli
Sa. 24.04.1993,15:30,Chemnitzer FC,2:1,FC 08 Homburg
Sa. 24.04.1993,15:30,FC Remscheid,2:1,SV Meppen
Sa. 24.04.1993,15:30,F. Düsseldorf,0:0,Wuppertaler SV
