Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 21.08.1992,18:30,SV Meppen,1:0,Stuttg. Kickers
Fr. 21.08.1992,19:30,Wuppertaler SV,0:0,Hannover 96
Fr. 21.08.1992,20:00,FC 08 Homburg,3:4,VfB Oldenburg
Sa. 22.08.1992,15:30,VfB Leipzig,0:1,Fortuna Köln
Sa. 22.08.1992,15:30,E. Braunschweig,4:2,Unterhaching
Sa. 22.08.1992,15:30,Darmstadt 98,0:0,Hansa Rostock
Sa. 22.08.1992,15:30,FC St. Pauli,3:0,VfL Osnabrück
Sa. 22.08.1992,15:30,1.FSV Mainz 05,2:1,VfL Wolfsburg
Sa. 22.08.1992,15:30,W. Mannheim,2:1,Chemnitzer FC
So. 23.08.1992,15:00,Hertha BSC,0:0,F. Düsseldorf
So. 23.08.1992,15:00,MSV Duisburg,1:0,SC Freiburg
So. 23.08.1992,15:00,Carl Zeiss Jena,4:0,FC Remscheid
