Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 25.09.1992,19:30,VfB Leipzig,3:2,Stuttg. Kickers
Fr. 25.09.1992,19:30,MSV Duisburg,2:1,1.FSV Mainz 05
Fr. 25.09.1992,20:00,FC St. Pauli,4:1,FC Remscheid
Sa. 26.09.1992,15:30,Hansa Rostock,2:2,Hannover 96
Sa. 26.09.1992,15:30,Unterhaching,2:0,F. Düsseldorf
Sa. 26.09.1992,15:30,Fortuna Köln,1:0,VfL Osnabrück
Sa. 26.09.1992,15:30,Wuppertaler SV,2:0,VfB Oldenburg
Sa. 26.09.1992,15:30,E. Braunschweig,1:3,SC Freiburg
Sa. 26.09.1992,15:30,Darmstadt 98,4:0,VfL Wolfsburg
Sa. 26.09.1992,15:30,FC 08 Homburg,1:0,Carl Zeiss Jena
So. 27.09.1992,15:00,Hertha BSC,1:2,Chemnitzer FC
So. 27.09.1992,15:00,SV Meppen,0:0,W. Mannheim
