Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 06.02.1993,14:30,1.FSV Mainz 05,0:0,Unterhaching
Sa. 06.02.1993,14:30,VfL Wolfsburg,1:2,Stuttg. Kickers
Sa. 06.02.1993,14:30,W. Mannheim,3:0,Hansa Rostock
Sa. 06.02.1993,15:30,MSV Duisburg,2:0,Fortuna Köln
Sa. 06.02.1993,15:30,Chemnitzer FC,4:0,VfB Oldenburg
Sa. 06.02.1993,15:30,FC 08 Homburg,0:0,VfB Leipzig
Sa. 06.02.1993,15:30,FC St. Pauli,1:1,E. Braunschweig
Sa. 06.02.1993,15:30,Hertha BSC,1:0,Darmstadt 98
Sa. 06.02.1993,15:30,Hannover 96,0:2,SC Freiburg
So. 07.02.1993,14:30,SV Meppen,1:1,Wuppertaler SV
So. 07.02.1993,14:30,FC Remscheid,1:0,VfL Osnabrück
Di. 23.02.1993,18:00,Carl Zeiss Jena,1:0,F. Düsseldorf
