Datum,Uhrzeit,Heim,Ergebnis,Gast
Di. 27.04.1993,19:00,Fortuna Köln,0:2,F. Düsseldorf
Di. 27.04.1993,19:30,Wuppertaler SV,1:1,VfL Osnabrück
Di. 27.04.1993,19:30,E. Braunschweig,1:0,Stuttg. Kickers
Di. 27.04.1993,19:30,Unterhaching,2:0,Hansa Rostock
Di. 27.04.1993,20:00,Hertha BSC,2:0,VfL Wolfsburg
Mi. 28.04.1993,18:30,SV Meppen,1:2,Carl Zeiss Jena
Mi. 28.04.1993,18:30,1.FSV Mainz 05,1:1,Hannover 96
Mi. 28.04.1993,19:30,MSV Duisburg,2:1,W. Mannheim
Mi. 28.04.1993,19:30,Darmstadt 98,0:3,SC Freiburg
Mi. 28.04.1993,19:30,VfB Leipzig,1:1,VfB Oldenburg
Mi. 28.04.1993,20:00,FC St. Pauli,0:1,Chemnitzer FC
Mi. 28.04.1993,20:00,FC 08 Homburg,1:1,FC Remscheid
