Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 13.02.1993,14:30,VfB Oldenburg,2:1,FC Remscheid
Sa. 13.02.1993,14:30,Stuttg. Kickers,1:1,Chemnitzer FC
Sa. 13.02.1993,15:00,SC Freiburg,1:3,VfL Wolfsburg
Sa. 13.02.1993,15:30,VfB Leipzig,0:0,FC St. Pauli
Sa. 13.02.1993,15:30,Fortuna Köln,1:1,SV Meppen
Sa. 13.02.1993,15:30,Unterhaching,2:1,MSV Duisburg
Sa. 13.02.1993,15:30,E. Braunschweig,1:3,Hertha BSC
Sa. 13.02.1993,15:30,F. Düsseldorf,2:3,W. Mannheim
So. 14.02.1993,15:00,Hansa Rostock,4:1,1.FSV Mainz 05
So. 14.02.1993,15:00,VfL Osnabrück,1:3,Carl Zeiss Jena
So. 14.02.1993,15:00,Darmstadt 98,0:0,Hannover 96
Di. 23.02.1993,19:30,Wuppertaler SV,0:1,FC 08 Homburg
