Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 27.11.1992,19:30,MSV Duisburg,2:2,E. Braunschweig
Fr. 27.11.1992,19:30,Carl Zeiss Jena,1:2,Fortuna Köln
Sa. 28.11.1992,14:15,W. Mannheim,1:2,Wuppertaler SV
Sa. 28.11.1992,14:15,FC Remscheid,0:3,Unterhaching
Sa. 28.11.1992,14:15,VfL Wolfsburg,1:1,F. Düsseldorf
Sa. 28.11.1992,14:15,SC Freiburg,2:0,VfL Osnabrück
Sa. 28.11.1992,14:15,Stuttg. Kickers,3:1,VfB Oldenburg
Sa. 28.11.1992,14:15,SV Meppen,1:1,Darmstadt 98
Sa. 28.11.1992,15:30,Chemnitzer FC,1:0,Hansa Rostock
Sa. 28.11.1992,15:30,Hannover 96,1:1,FC St. Pauli
So. 29.11.1992,14:15,1.FSV Mainz 05,1:3,VfB Leipzig
Di. 08.12.1992,18:00,FC 08 Homburg,0:3,Hertha BSC
