Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 12.03.1993,19:30,Fortuna Köln,4:0,Darmstadt 98
Sa. 13.03.1993,15:30,Stuttg. Kickers,1:2,1.FSV Mainz 05
Sa. 13.03.1993,15:30,SC Freiburg,1:2,W. Mannheim
Sa. 13.03.1993,15:30,Chemnitzer FC,2:0,FC Remscheid
Sa. 13.03.1993,15:30,Wuppertaler SV,0:1,E. Braunschweig
Sa. 13.03.1993,15:30,Hansa Rostock,2:0,FC St. Pauli
Sa. 13.03.1993,15:30,F. Düsseldorf,0:1,FC 08 Homburg
Sa. 13.03.1993,15:30,VfL Wolfsburg,2:1,Carl Zeiss Jena
Sa. 13.03.1993,15:30,Hannover 96,1:1,VfB Leipzig
So. 14.03.1993,15:00,VfB Oldenburg,0:1,MSV Duisburg
So. 14.03.1993,15:00,VfL Osnabrück,3:0,SV Meppen
So. 14.03.1993,15:00,Unterhaching,2:1,Hertha BSC
