Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 20.11.1992,19:30,Unterhaching,0:2,Chemnitzer FC
Fr. 20.11.1992,20:00,F. Düsseldorf,1:3,SC Freiburg
Sa. 21.11.1992,15:30,Hansa Rostock,1:0,VfL Wolfsburg
Sa. 21.11.1992,15:30,Fortuna Köln,3:1,FC Remscheid
Sa. 21.11.1992,15:30,E. Braunschweig,6:0,1.FSV Mainz 05
Sa. 21.11.1992,15:30,Darmstadt 98,0:0,MSV Duisburg
Sa. 21.11.1992,15:30,Hertha BSC,4:0,SV Meppen
Sa. 21.11.1992,15:30,FC St. Pauli,0:0,FC 08 Homburg
So. 22.11.1992,14:15,VfB Oldenburg,1:1,Hannover 96
So. 22.11.1992,15:00,VfL Osnabrück,1:1,Stuttg. Kickers
So. 22.11.1992,15:00,VfB Leipzig,3:0,W. Mannheim
So. 22.11.1992,18:00,Wuppertaler SV,2:2,Carl Zeiss Jena
