Datum,Uhrzeit,Heim,Ergebnis,Gast
Do. 08.04.1993,18:00,Stuttg. Kickers,4:0,FC St. Pauli
Do. 08.04.1993,20:00,Hansa Rostock,2:0,VfB Leipzig
Do. 08.04.1993,20:00,VfL Osnabrück,3:1,Darmstadt 98
Sa. 10.04.1993,15:30,F. Düsseldorf,2:0,E. Braunschweig
Sa. 10.04.1993,15:30,VfB Oldenburg,1:1,Hertha BSC
Sa. 10.04.1993,15:30,Chemnitzer FC,4:1,MSV Duisburg
Sa. 10.04.1993,15:30,FC Remscheid,0:1,1.FSV Mainz 05
Sa. 10.04.1993,15:30,Hannover 96,0:0,Fortuna Köln
Sa. 10.04.1993,15:30,SC Freiburg,2:2,FC 08 Homburg
Sa. 10.04.1993,15:30,VfL Wolfsburg,0:0,SV Meppen
So. 11.04.1993,15:00,Carl Zeiss Jena,1:0,W. Mannheim
Mo. 12.04.1993,15:00,Unterhaching,0:0,Wuppertaler SV
