Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 26.02.1993,19:00,Fortuna Köln,2:2,FC St. Pauli
Sa. 27.02.1993,15:00,Stuttg. Kickers,1:1,Carl Zeiss Jena
Sa. 27.02.1993,15:00,VfB Oldenburg,2:2,W. Mannheim
Sa. 27.02.1993,15:00,SC Freiburg,1:1,FC Remscheid
Sa. 27.02.1993,15:30,VfB Leipzig,2:0,Darmstadt 98
Sa. 27.02.1993,15:30,F. Düsseldorf,1:0,MSV Duisburg
Sa. 27.02.1993,15:30,Hansa Rostock,2:1,SV Meppen
Sa. 27.02.1993,15:30,Wuppertaler SV,1:2,Hertha BSC
So. 28.02.1993,15:00,Hannover 96,0:1,E. Braunschweig
So. 28.02.1993,15:00,VfL Osnabrück,1:1,1.FSV Mainz 05
So. 28.02.1993,15:00,VfL Wolfsburg,0:0,Chemnitzer FC
Di. 23.03.1993,19:30,Unterhaching,1:0,FC 08 Homburg
