Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 16.10.1992,19:30,Wuppertaler SV,4:1,SC Freiburg
Fr. 16.10.1992,20:00,VfB Leipzig,3:2,VfL Wolfsburg
Fr. 16.10.1992,20:00,FC 08 Homburg,0:0,1.FSV Mainz 05
Sa. 17.10.1992,15:00,SV Meppen,1:0,MSV Duisburg
Sa. 17.10.1992,15:30,Hansa Rostock,2:0,VfL Osnabrück
Sa. 17.10.1992,15:30,Unterhaching,3:0,VfB Oldenburg
Sa. 17.10.1992,15:30,Fortuna Köln,3:0,Stuttg. Kickers
Sa. 17.10.1992,15:30,E. Braunschweig,4:4,Chemnitzer FC
Sa. 17.10.1992,15:30,Darmstadt 98,2:2,FC Remscheid
Sa. 17.10.1992,15:30,Hertha BSC,2:3,Carl Zeiss Jena
So. 18.10.1992,15:00,F. Düsseldorf,0:1,Hannover 96
So. 18.10.1992,15:00,FC St. Pauli,0:0,W. Mannheim
