Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 04.09.1992,19:30,Unterhaching,0:2,Hannover 96
Fr. 04.09.1992,20:00,E. Braunschweig,2:3,VfB Oldenburg
Sa. 05.09.1992,15:30,Fortuna Köln,0:0,Hansa Rostock
Sa. 05.09.1992,15:30,Darmstadt 98,0:1,Stuttg. Kickers
Sa. 05.09.1992,15:30,VfB Leipzig,0:0,VfL Osnabrück
Sa. 05.09.1992,15:30,MSV Duisburg,1:1,Carl Zeiss Jena
Sa. 05.09.1992,15:30,1.FSV Mainz 05,1:2,W. Mannheim
So. 06.09.1992,15:00,Hertha BSC,1:2,SC Freiburg
So. 06.09.1992,15:00,FC St. Pauli,0:0,VfL Wolfsburg
So. 06.09.1992,15:00,FC 08 Homburg,4:2,Chemnitzer FC
So. 06.09.1992,18:00,SV Meppen,0:0,FC Remscheid
Di. 08.09.1992,19:30,Wuppertaler SV,2:0,F. Düsseldorf
