Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 21.05.1993,18:00,Chemnitzer FC,0:1,Wuppertaler SV
Fr. 21.05.1993,18:45,Stuttg. Kickers,4:1,Hansa Rostock
Fr. 21.05.1993,18:45,W. Mannheim,4:0,Darmstadt 98
Sa. 22.05.1993,15:30,Hannover 96,2:1,VfL Osnabrück
Sa. 22.05.1993,15:30,VfL Wolfsburg,0:0,Fortuna Köln
Sa. 22.05.1993,15:30,SV Meppen,0:0,FC 08 Homburg
Sa. 22.05.1993,15:30,VfB Oldenburg,5:3,F. Düsseldorf
Sa. 22.05.1993,15:30,SC Freiburg,4:2,Unterhaching
Sa. 22.05.1993,15:30,FC Remscheid,2:3,VfB Leipzig
Sa. 22.05.1993,15:30,1.FSV Mainz 05,3:2,Hertha BSC
Sa. 22.05.1993,15:30,MSV Duisburg,1:0,FC St. Pauli
Sa. 22.05.1993,15:30,Carl Zeiss Jena,2:1,E. Braunschweig
