Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 24.07.1992,19:30,Unterhaching,1:3,SV Meppen
Sa. 25.07.1992,15:30,Stuttg. Kickers,1:1,FC Remscheid
Sa. 25.07.1992,15:30,Hansa Rostock,2:0,MSV Duisburg
Sa. 25.07.1992,15:30,Fortuna Köln,1:0,FC 08 Homburg
Sa. 25.07.1992,15:30,Wuppertaler SV,3:0,FC St. Pauli
Sa. 25.07.1992,15:30,VfB Leipzig,2:0,Hertha BSC
Sa. 25.07.1992,15:30,E. Braunschweig,0:0,Darmstadt 98
Sa. 25.07.1992,15:30,SC Freiburg,2:0,Chemnitzer FC
Sa. 25.07.1992,15:30,Hannover 96,3:1,VfL Wolfsburg
So. 26.07.1992,15:00,VfB Oldenburg,0:2,Carl Zeiss Jena
So. 26.07.1992,15:00,VfL Osnabrück,6:0,W. Mannheim
So. 26.07.1992,15:00,F. Düsseldorf,1:2,1.FSV Mainz 05
