Datum,Uhrzeit,Heim,Ergebnis,Gast
Di. 11.05.1993,18:30,SC Freiburg,3:1,Wuppertaler SV
Di. 11.05.1993,18:30,1.FSV Mainz 05,0:0,FC 08 Homburg
Di. 11.05.1993,18:30,VfB Oldenburg,0:1,Unterhaching
Di. 11.05.1993,18:30,Stuttg. Kickers,3:1,Fortuna Köln
Di. 11.05.1993,18:30,W. Mannheim,1:1,FC St. Pauli
Di. 11.05.1993,20:00,VfL Osnabrück,2:0,Hansa Rostock
Mi. 12.05.1993,18:00,Chemnitzer FC,4:0,E. Braunschweig
Mi. 12.05.1993,18:30,VfL Wolfsburg,2:1,VfB Leipzig
Mi. 12.05.1993,18:30,MSV Duisburg,1:0,SV Meppen
Mi. 12.05.1993,18:30,FC Remscheid,1:2,Darmstadt 98
Mi. 12.05.1993,19:30,Carl Zeiss Jena,1:1,Hertha BSC
Mi. 12.05.1993,20:00,Hannover 96,2:0,F. Düsseldorf
