Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 04.12.1992,20:00,Hannover 96,1:1,Stuttg. Kickers
Fr. 04.12.1992,20:00,FC 08 Homburg,2:3,Darmstadt 98
Sa. 05.12.1992,14:00,VfL Wolfsburg,2:0,VfL Osnabrück
Sa. 05.12.1992,14:00,SC Freiburg,6:1,VfB Oldenburg
Sa. 05.12.1992,14:00,SV Meppen,1:0,E. Braunschweig
Sa. 05.12.1992,15:30,Chemnitzer FC,1:2,F. Düsseldorf
Sa. 05.12.1992,15:30,FC St. Pauli,1:1,Hertha BSC
So. 06.12.1992,14:00,W. Mannheim,0:0,Fortuna Köln
So. 06.12.1992,14:00,1.FSV Mainz 05,0:1,Wuppertaler SV
So. 06.12.1992,14:00,FC Remscheid,3:1,Hansa Rostock
So. 06.12.1992,15:00,Carl Zeiss Jena,1:1,Unterhaching
So. 06.12.1992,15:00,MSV Duisburg,1:1,VfB Leipzig
