Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 12.03.10,20:30,FC Schalke 04,2:1,VfB Stuttgart
Sa. 13.03.10,15:30,Bor. M'gladbach,0:4,VfL Wolfsburg
Sa. 13.03.10,15:30,Hannover 96,2:1,E. Frankfurt
Sa. 13.03.10,15:30,Hertha BSC,1:2,1.FC Nürnberg
Sa. 13.03.10,15:30,VfL Bochum,1:4,Bor. Dortmund
Sa. 13.03.10,15:30,1.FSV Mainz 05,1:0,1.FC Köln
Sa. 13.03.10,18:30,Bayern München,2:1,SC Freiburg
So. 14.03.10,15:30,TSG Hoffenheim,0:1,Werder Bremen
So. 14.03.10,17:30,B. Leverkusen,4:2,Hamburger SV
