Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 28.09.1990,19:00,MSV Duisburg,4:2,Hannover 96
Fr. 28.09.1990,19:00,E. Braunschweig,0:0,RW Essen
Fr. 28.09.1990,19:00,VfL Osnabrück,0:1,Fortuna Köln
Sa. 29.09.1990,15:00,Saarbrücken,2:0,SV Meppen
Sa. 29.09.1990,15:00,FC Schalke 04,3:1,Pr. Münster
Sa. 29.09.1990,15:00,W. Mannheim,2:1,VfB Oldenburg
Sa. 29.09.1990,15:00,Schweinfurt 05,2:2,SC Freiburg
Sa. 29.09.1990,15:00,BW Berlin,2:0,Darmstadt 98
So. 30.09.1990,15:00,TSV Havelse,1:2,1.FSV Mainz 05
So. 30.09.1990,15:00,Stuttg. Kickers,4:1,FC 08 Homburg
