Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 17.05.1991,19:00,VfL Osnabrück,0:2,Saarbrücken
Fr. 17.05.1991,19:00,MSV Duisburg,3:0,Fortuna Köln
Fr. 17.05.1991,19:00,E. Braunschweig,2:2,BW Berlin
Sa. 18.05.1991,15:00,Stuttg. Kickers,1:0,Hannover 96
Sa. 18.05.1991,15:00,FC Schalke 04,3:1,SC Freiburg
Sa. 18.05.1991,15:00,Schweinfurt 05,0:2,RW Essen
Sa. 18.05.1991,15:00,W. Mannheim,1:2,1.FSV Mainz 05
So. 19.05.1991,15:00,FC 08 Homburg,1:0,VfB Oldenburg
So. 19.05.1991,15:00,TSV Havelse,3:3,Darmstadt 98
So. 19.05.1991,15:00,Pr. Münster,0:1,SV Meppen
