Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 23.02.1991,15:00,E. Braunschweig,0:1,FC Schalke 04
Sa. 23.02.1991,15:00,1.FSV Mainz 05,0:0,SC Freiburg
Sa. 23.02.1991,15:00,TSV Havelse,1:1,MSV Duisburg
Mi. 27.02.1991,19:30,Fortuna Köln,1:1,Hannover 96
Di. 05.03.1991,19:30,BW Berlin,1:1,Stuttg. Kickers
Di. 05.03.1991,19:30,VfL Osnabrück,1:0,W. Mannheim
Di. 05.03.1991,19:30,RW Essen,1:3,VfB Oldenburg
Di. 19.03.1991,19:30,Darmstadt 98,0:0,Pr. Münster
Do. 28.03.1991,20:15,Saarbrücken,0:0,FC 08 Homburg
Sa. 27.04.1991,15:00,Schweinfurt 05,0:1,SV Meppen
