Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 31.08.1990,19:00,Stuttg. Kickers,1:0,Schweinfurt 05
Fr. 31.08.1990,19:00,Pr. Münster,2:2,VfL Osnabrück
Fr. 31.08.1990,19:00,SV Meppen,0:0,W. Mannheim
Sa. 01.09.1990,15:00,SC Freiburg,0:0,Saarbrücken
Sa. 01.09.1990,15:00,FC 08 Homburg,2:1,TSV Havelse
Sa. 01.09.1990,15:00,FC Schalke 04,1:0,MSV Duisburg
Sa. 01.09.1990,15:00,Fortuna Köln,2:1,RW Essen
So. 02.09.1990,15:00,1.FSV Mainz 05,1:1,Darmstadt 98
So. 02.09.1990,15:00,Hannover 96,3:1,BW Berlin
So. 02.09.1990,15:00,VfB Oldenburg,2:3,E. Braunschweig
