Datum,Uhrzeit,Heim,Ergebnis,Gast
Do. 28.03.1991,20:15,Hannover 96,3:0,E. Braunschweig
Sa. 30.03.1991,15:00,SV Meppen,1:0,RW Essen
Sa. 30.03.1991,15:00,VfB Oldenburg,3:2,VfL Osnabrück
Sa. 30.03.1991,15:00,SC Freiburg,0:0,BW Berlin
Di. 02.04.1991,19:30,FC 08 Homburg,6:1,Schweinfurt 05
Di. 02.04.1991,19:30,Stuttg. Kickers,1:0,MSV Duisburg
Di. 02.04.1991,19:30,Fortuna Köln,1:1,Darmstadt 98
Di. 02.04.1991,19:30,Pr. Münster,2:1,TSV Havelse
Di. 02.04.1991,19:30,1.FSV Mainz 05,1:0,Saarbrücken
Do. 04.04.1991,20:15,FC Schalke 04,1:2,W. Mannheim
