Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 22.03.1991,19:00,Saarbrücken,2:3,SC Freiburg
Fr. 22.03.1991,19:00,MSV Duisburg,1:1,FC Schalke 04
Sa. 23.03.1991,15:00,Schweinfurt 05,1:4,Stuttg. Kickers
Sa. 23.03.1991,15:00,W. Mannheim,1:1,SV Meppen
Sa. 23.03.1991,15:00,BW Berlin,1:1,Hannover 96
Sa. 23.03.1991,15:00,E. Braunschweig,1:1,VfB Oldenburg
Sa. 23.03.1991,15:00,RW Essen,0:2,Fortuna Köln
So. 24.03.1991,15:00,VfL Osnabrück,3:1,Pr. Münster
So. 24.03.1991,15:00,TSV Havelse,1:1,FC 08 Homburg
So. 24.03.1991,15:00,Darmstadt 98,0:1,1.FSV Mainz 05
